10000 40000
169 1586 171
3828 2243 299
9067 1724 306
4964 7127 216
8279 6399 337
7773 3540 238
1324 3260 442
7097 313 262
2139 7979 203
7598 9347 146
642 1767 403
4908 8220 398
2418 3979 432
278 1545 495
2475 519 280
9218 514 299
8599 7407 356
1039 3200 210
6064 8324 286
3738 2371 409
4005 4282 51
940 5085 317
3976 4666 16
6325 5303 273
3461 5064 447
4023 5954 458
5044 1054 7
7330 1352 440
1719 3102 142
926 9389 360
573 6390 212
4496 96 230
7800 1753 497
6810 4018 450
4201 6232 137
2907 2111 319
944 9397 128
6679 9877 117
8388 2054 467
1678 1578 19
7755 4362 23
2077 1560 438
3467 1320 305
3381 4700 92
6423 4213 441
6667 3523 74
8612 2686 201
9863 3514 467
8071 1656 450
6193 3736 217
8948 9899 480
7308 3695 127
7580 3381 369
870 2671 492
7904 9871 69
4557 4371 160
2525 218 378
7083 1303 88
5062 7025 176
7278 2866 370
4709 1250 370
276 4274 9
191 7797 431
2133 3586 451
1447 2437 187
849 4955 71
2198 4947 497
4323 4167 243
1369 991 312
999 1986 258
793 1572 289
6360 507 118
6931 6040 391
9052 2970 151
8953 3763 480
1372 2781 9
8954 5740 204
4454 1905 20
1152 6096 298
1436 2325 395
6633 6081 50
6066 1033 11
208 9197 111
7512 7234 47
9303 1264 446
1177 8270 108
5780 8062 446
7069 2959 20
9615 1293 427
773 6772 385
460 2276 22
163 1350 463
4904 5078 404
9843 4601 260
8390 3260 272
5824 2959 431
854 8117 158
8272 1607 427
9814 8078 230
7571 5093 190
6401 1326 30
8815 1865 342
512 3741 0
9047 5018 495
7254 1827 202
4324 8734 302
1945 5830 458
5596 6770 194
4206 5914 199
8242 9958 207
3037 1152 73
6373 7095 342
3073 3299 491
2072 8948 401
7717 4196 332
374 2819 286
1902 2515 217
9125 4511 138
1448 3711 236
4552 5473 135
6207 3522 89
9725 6281 163
1645 3331 210
4529 2672 321
4085 6158 112
4217 4051 251
4353 269 339
2894 7548 197
7573 2396 476
8940 9385 3
9818 5940 54
9178 4400 483
2940 7022 169
1138 4172 137
3264 9767 123
2211 2777 304
3846 5179 344
3103 8755 323
9442 6582 428
1977 6242 282
8868 2689 394
5067 95 73
4217 4049 472
9850 7532 188
4507 4711 161
9361 8149 295
1307 317 349
6392 6543 450
8802 8034 116
1873 7303 234
2539 4145 365
4168 2691 128
806 3668 94
1159 6108 482
7223 9195 379
3079 4522 472
171 4035 192
4120 9074 492
6673 3755 173
3756 791 161
7386 9798 264
8046 4749 437
3601 5609 486
1585 7325 224
4609 7008 365
5297 3848 286
2988 7419 127
2002 3562 357
6117 3262 160
4918 7351 230
720 5867 112
9966 471 234
4514 9802 114
2654 7127 368
259 9449 349
5513 8062 496
387 6265 227
9879 3702 146
5764 161 440
785 4173 0
9083 4222 197
3589 4871 138
4218 8013 196
2592 995 72
9995 8267 48
6950 2519 261
2689 94 8
1857 3053 331
6309 6134 74
3860 4269 247
9348 8938 392
1288 3650 34
4209 4471 300
5667 361 114
7653 9842 276
1105 4987 248
8783 5115 97
3806 3293 228
5924 2231 73
7564 3930 459
8598 4591 228
4610 2872 333
1017 527 264
412 5434 23
157 2346 116
2019 4460 150
9947 9110 41
6425 2864 355
8411 226 150
6425 8425 92
418 1076 289
2887 3967 365
8047 1204 451
4720 910 136
9741 2027 41
4432 8239 185
8035 4504 333
7985 2563 208
6388 6028 238
6461 8149 63
5502 2972 279
1354 9501 311
6223 8700 47
9271 3854 337
6574 6621 363
4737 9307 257
7636 1466 6
5841 3709 301
1964 1006 452
1582 2724 164
6029 3495 335
2563 3005 201
4281 6464 460
1049 4086 317
4937 5583 368
1443 7136 182
4605 4707 434
5859 6856 467
1073 4817 488
8521 5193 34
4939 5014 226
8509 9531 0
3857 2536 244
4734 9458 395
7256 8143 58
2229 3521 11
4102 3307 161
662 4319 16
9461 3240 265
6431 4917 279
2830 7419 118
6362 2191 52
8589 761 250
1181 1773 26
4113 5415 350
8893 9164 369
2839 5594 29
4076 1758 427
5317 910 462
179 6112 197
5672 922 91
3103 1715 235
5515 4329 284
7999 6362 4
2852 6482 54
169 444 439
2943 6728 253
7826 107 291
1227 8611 162
3476 6827 118
5741 9373 421
7301 2954 424
4391 4710 334
2849 5556 64
65 1124 69
9875 7410 431
5426 3303 348
3955 8024 328
3519 963 459
4174 7566 245
5818 371 379
3867 7686 321
5675 8487 113
8131 274 326
5537 9225 480
4132 7695 243
5287 9682 458
8696 7109 24
7819 6484 306
5160 4102 276
9944 5318 374
5883 3250 246
7459 7936 375
7721 3753 45
2486 6260 493
9098 8303 32
1130 1715 98
122 5125 261
3286 726 51
6670 9988 360
220 5016 96
5681 4824 127
6063 9647 223
7084 279 416
4620 6727 397
4038 492 341
3185 9436 259
3752 7582 38
8962 4234 428
8329 6529 384
2655 4957 385
129 7765 439
4427 5508 384
4238 4324 28
3656 9178 245
4278 6866 244
6192 5533 8
454 447 400
9484 6132 88
4678 7580 170
9841 7793 289
6846 1182 151
7882 2246 258
4516 937 355
6624 4734 118
8634 3095 102
342 6774 225
7440 9285 430
1394 6134 422
8146 9039 482
4640 195 233
3005 5482 330
7626 8022 69
8 4738 30
4279 5542 296
2292 2190 444
9533 8892 0
2512 1328 39
3136 5017 425
5332 989 486
4618 8687 462
5222 3052 72
5867 8292 9
2070 8476 66
2062 7181 471
8812 8024 451
9768 5043 98
2199 232 180
351 4765 45
8421 5355 280
4736 1581 365
2943 9202 115
28 7624 405
6886 5330 430
6273 1125 466
9010 5675 148
2977 4130 397
7811 7464 391
2579 8673 303
3250 144 286
4103 139 45
8983 8259 192
4703 5433 374
403 6613 158
5695 5042 167
6316 3618 230
1123 6738 329
3665 7859 138
9070 5254 17
9159 7029 193
3099 7619 211
8179 7017 358
1235 6262 206
5564 187 384
8358 2205 214
9397 3872 482
7364 5560 235
1240 5546 228
5109 4933 158
857 349 416
5697 8350 420
1871 8984 311
348 8145 262
6138 6856 17
9758 5526 468
1247 3119 344
2302 7260 144
1389 9033 243
9771 9647 126
7705 8328 349
3877 7206 361
3787 2143 54
9834 6391 388
3962 7916 363
8494 5953 432
5807 8724 209
4668 7081 139
4140 3021 386
6447 9672 497
6745 1567 431
3305 6892 32
6472 6040 56
3455 67 315
701 6562 149
9245 9174 465
7865 2211 426
8026 7332 482
8331 6435 484
7835 7759 49
6941 1414 158
3294 8520 276
5478 1968 216
8860 668 321
5515 6631 196
9962 7839 273
5175 16 117
6558 497 324
8198 9672 279
6888 6811 357
4228 5837 270
6 5074 382
343 8634 207
9420 7251 358
6711 1828 47
1999 5995 8
8586 2420 457
4805 9994 143
1623 8130 78
2071 4872 5
11 5169 269
4134 6488 198
5131 7215 329
8804 2684 461
7469 7300 470
2934 6 340
6209 373 129
8260 9068 163
3824 4058 342
1370 3874 243
5692 707 18
9941 2603 38
4889 2709 143
2061 4974 229
8243 7912 44
9415 7268 322
2151 5099 10
449 4498 237
9209 8951 280
3402 7178 221
5484 9604 144
122 6905 279
4654 5593 302
1360 117 71
9214 294 231
8494 8816 361
2709 2283 215
5152 8976 270
6125 7926 170
4082 5902 481
66 7826 10
8203 3886 441
7189 5935 376
6938 328 489
4933 2813 372
8143 8502 397
8684 6833 270
5086 1205 21
1057 7615 13
4625 2882 281
9171 613 123
9636 6268 199
3923 1142 30
5655 9253 149
5034 8360 194
2576 5640 186
5371 1571 90
4880 4117 184
5279 3799 480
7487 8937 203
9511 4325 91
2512 85 208
9148 6007 447
7724 4788 424
5164 2500 189
7946 12 437
6869 2793 455
4579 4647 184
7654 9784 207
6138 4049 124
4686 7816 250
9664 7125 228
2218 240 425
2071 9692 281
5883 4432 468
2793 3395 432
5470 8402 458
2215 153 252
7862 5518 99
1274 5202 43
8112 6982 291
81 3734 423
2597 8248 270
7558 9621 262
5390 9292 360
1418 5292 428
2858 3926 289
9042 6118 34
86 3379 332
33 9785 346
5894 3943 399
9273 9566 50
1394 6451 442
5769 2565 192
8543 6261 18
3445 8150 136
9007 1151 490
1555 4279 146
7844 9971 185
7700 6583 108
5677 2882 39
7407 9513 412
1577 4381 498
7980 7288 230
3733 6362 270
4332 1105 181
3192 22 139
8458 1707 108
9454 7788 310
739 8932 396
6909 3610 182
8999 2608 323
297 3221 75
4341 4447 150
1189 522 244
5833 9344 82
7068 6142 189
9386 4548 422
8510 4947 290
6489 5979 152
4913 5225 373
3251 116 457
1950 1866 26
2991 6629 310
5177 6467 43
9819 1496 369
1953 8521 42
2567 9429 485
1765 9843 108
6208 2765 225
8278 1531 475
8894 9604 245
5220 2131 103
1486 4176 105
9395 9955 239
1387 8054 205
2071 8940 398
5591 7920 84
4027 4054 404
7838 1176 214
2881 4912 25
5590 6397 131
9411 3565 430
277 4042 427
7559 1829 182
3870 1494 176
8630 9293 355
9909 2115 334
7683 4639 107
2149 9303 464
4128 955 142
3857 8324 277
6578 6855 70
9654 4381 391
4938 3393 400
8305 4381 85
1247 9029 368
6670 9579 465
7401 981 206
5756 7571 219
9161 2345 131
4869 8558 26
5745 150 32
1667 4693 421
4987 9693 182
8510 6122 380
3309 8967 287
1304 2606 323
8681 4347 176
7269 3232 465
3512 9853 321
3516 6465 123
7322 6262 93
1915 8421 176
6909 6568 451
9001 4304 274
9884 8736 68
1647 3414 49
8812 4908 171
931 8233 479
7610 3749 166
8057 8868 276
7247 4397 425
7143 7427 204
5850 8656 432
4524 5254 210
8304 1648 400
9963 7919 96
9901 5805 399
8725 1460 287
8109 881 120
973 89 301
6684 169 185
8246 998 363
6703 3161 21
9346 4907 23
5296 5042 401
2354 1463 499
3035 8021 208
4293 7997 499
2553 7468 43
6835 721 259
2498 6626 75
3730 4780 91
5018 5433 434
854 1114 254
9974 3714 499
5040 5099 117
3571 1630 95
444 3161 322
1377 8161 189
427 3056 270
5190 3540 301
1261 4738 118
8024 1834 183
8569 657 291
5353 566 61
6677 4766 372
5628 3970 405
2220 3154 405
8528 4053 176
3572 1849 236
3157 7249 16
6808 6898 381
680 8632 249
400 6021 415
6772 7746 193
7799 6993 369
5189 6930 316
480 4318 492
4152 8936 357
1805 114 463
3915 9988 49
5458 1156 175
8687 4476 165
209 9901 192
626 1349 168
977 7250 331
5384 8930 119
7553 2546 133
1322 70 497
1047 1755 202
6269 1177 55
648 8708 23
3294 5736 264
6396 7927 62
3975 3539 233
4002 1388 267
9086 135 486
3981 4310 95
3566 6202 131
522 4920 63
6587 1526 399
6239 7727 480
6351 5644 494
7232 5900 424
9473 2563 365
1933 2017 38
1296 4010 201
4611 278 317
2161 623 378
4783 9530 329
1111 9811 231
9896 6916 430
8064 3738 500
9381 8110 277
1438 885 335
9494 56 432
1109 7564 156
7508 7398 498
9986 138 45
6898 6755 165
2186 589 476
3834 2550 480
1648 5697 267
9353 7649 407
772 5940 312
896 4211 357
6180 626 317
7090 5856 54
4144 1262 186
5972 5544 483
2879 194 423
6617 7639 228
400 1503 458
2815 513 185
6486 6088 496
4282 7049 271
2940 962 259
4370 347 434
5283 2937 301
6953 6672 387
7199 7183 131
8734 5058 413
3611 238 137
4715 756 477
7132 2578 14
9170 8746 356
3916 4268 485
2321 2446 458
2870 5003 310
6245 9980 57
6085 505 118
2924 5539 382
5933 3015 72
8599 1597 404
6012 8158 373
6967 3689 274
3360 6651 377
3062 4163 172
8450 8192 48
9963 7114 177
6078 2153 332
7593 3234 125
7463 5768 400
2968 7303 95
4294 5733 31
3269 5842 399
3906 4245 185
139 3730 352
4226 5571 219
9597 2766 168
5099 9869 350
7462 5788 440
399 9646 321
8553 3373 486
8163 1173 242
3717 9746 1
3751 4365 115
3841 219 414
5454 3739 338
2044 3156 275
5868 1252 237
5416 3021 221
1899 5759 248
3681 6118 489
167 39 483
1948 5719 489
4611 9121 154
1016 5510 325
3491 196 349
6776 6932 318
9021 4850 472
6031 9088 428
6578 233 197
4271 4554 80
5826 9969 475
1692 9605 0
2823 1567 363
3382 3039 189
2950 6123 147
1538 3815 27
9819 9867 354
6897 3713 402
1673 4066 231
7986 85 8
6522 8227 49
7803 4569 451
5459 4369 168
617 906 347
3861 1612 199
235 7505 277
9689 93 27
5083 7971 172
9968 7936 225
9017 8606 473
814 5303 445
8502 3741 102
9379 7664 299
8259 6600 223
4965 8877 334
4953 6474 139
9745 5396 250
6681 2724 68
3190 7052 254
2913 2305 493
2629 2721 112
3810 9529 95
6591 9368 302
821 5192 294
8969 3728 78
1839 2103 55
7080 8088 218
5925 3724 494
6331 9969 233
4122 1428 388
9642 6467 281
5247 6112 352
8672 4784 385
5887 3620 249
6265 9017 435
4544 925 127
8753 6659 232
1673 1102 246
7414 6869 489
4913 7424 434
6488 4419 397
57 8049 335
7278 1560 482
3782 1401 496
3104 7506 471
1211 3612 37
7042 152 38
3826 4364 266
6640 7116 148
9339 4060 284
9191 516 65
2276 9943 250
9709 5316 467
7688 7217 14
1012 1927 295
9905 6889 380
878 5983 192
7752 6472 462
2012 8863 134
2445 4922 469
877 788 185
8132 3105 340
5278 6234 416
6185 7833 61
310 1641 411
2422 6439 499
4710 3678 239
1528 3627 107
4001 2074 294
9257 1809 92
9404 6941 87
1510 2667 320
3135 8100 300
6820 3398 62
8696 4999 85
5829 5253 373
766 8726 43
8125 3606 200
7835 1536 140
8609 2464 379
2541 8943 114
8694 3751 163
1664 3882 258
11 3381 333
425 1357 190
7176 429 424
5531 4669 453
6630 7842 47
9786 8490 240
6746 3464 247
1467 8140 42
169 5967 471
1760 9555 75
1829 2092 309
9873 7214 63
4611 7279 420
6680 6079 148
6181 7819 362
372 4524 292
4260 499 144
188 202 118
4821 8270 175
5087 161 90
5046 5848 291
6480 8208 226
7559 461 107
8504 3177 475
5343 2210 412
2896 3184 155
93 4332 29
3966 8715 44
9882 3489 486
6235 7058 210
5083 6807 179
5032 2493 281
2623 47 455
1737 8868 240
6740 3061 255
8170 6132 452
5864 2211 498
2185 7099 202
8247 9363 240
3037 5910 112
3637 1599 336
1249 903 266
5882 9290 43
5641 300 482
4028 869 366
8913 7270 59
2083 5113 146
5373 6587 413
9727 3505 497
5959 3987 218
5499 6441 252
7843 2775 41
6999 6397 282
5447 2702 191
5801 44 394
610 2816 285
1179 1711 23
530 2697 304
8547 9166 437
838 6186 260
7581 6836 356
1907 7777 68
3916 5122 412
8743 894 115
7666 2741 224
9111 6220 47
3977 777 122
7442 8864 250
5248 7984 428
9956 8146 414
5332 8699 314
3932 3431 479
6580 1582 13
3626 6460 354
6906 597 420
639 4616 8
7100 4400 293
4189 9463 253
1385 9012 105
7257 9026 95
8818 3286 498
888 2767 405
6833 8567 453
2501 3092 26
2163 8011 236
2976 9160 306
2362 4082 236
3928 1684 270
1798 4838 147
527 1583 199
7196 5977 470
7468 8971 207
1589 704 78
8490 1548 51
3311 4164 19
394 1769 223
1225 1574 164
9551 8089 380
4221 7720 204
1494 5936 103
5709 7658 263
4768 1204 51
1976 77 300
8512 2342 274
7469 127 149
393 1044 195
9182 614 428
9865 9859 433
7742 5283 321
1085 7672 452
2225 9924 43
5599 8187 112
713 5911 126
3567 1782 295
1786 1368 174
329 7873 36
5577 4190 252
9654 5878 72
1317 5851 378
5513 7350 42
5193 7907 106
8489 1796 478
1592 6748 144
5188 4420 70
5891 5445 347
6747 7776 484
2635 3910 62
4308 6537 218
7609 523 121
3461 8967 173
8886 2410 109
1478 260 155
2065 8102 444
3623 9371 423
6269 8594 395
4419 8559 234
936 9258 177
4728 3889 222
2495 4778 78
782 7631 69
8195 1552 183
8939 3341 422
7346 7960 451
6581 2454 183
8836 7756 158
6649 1323 194
5209 1899 347
8215 5527 320
3985 4486 247
8738 9241 269
2882 8793 410
4191 6388 84
2929 7552 2
4256 1840 452
1849 2967 299
6515 7793 428
3338 5099 59
6869 6765 249
4357 8434 326
6312 6569 288
4682 1043 341
4567 5742 224
294 9936 426
1866 9031 277
8386 4568 395
1051 6461 332
7882 5311 18
8778 7670 223
1527 3009 344
3449 5959 154
6792 3063 364
9502 1782 477
1344 4498 381
5048 9685 86
5466 1280 156
7670 1524 373
9087 8695 27
3156 9726 408
8846 7398 14
5095 1125 162
8237 9665 123
5240 938 395
3950 3991 58
2408 2164 38
1694 3151 152
976 2916 442
1364 9762 395
4062 9899 347
5489 2340 181
4332 8159 381
1520 1053 164
1816 6816 462
9393 552 243
6812 6030 89
9108 6381 452
8241 7588 85
4380 984 306
4651 2527 355
6962 3323 371
7038 7711 208
1228 6244 40
5252 1113 375
7026 408 55
7452 1940 450
7467 9320 71
6927 8055 81
4221 7612 368
5224 4955 187
8302 8134 401
2834 6711 440
5999 4090 414
8154 9646 96
5519 4217 56
1028 2396 42
231 3479 70
2962 274 359
6766 4546 411
2702 4160 246
313 756 272
955 4933 336
2600 242 290
4033 4567 23
7999 9658 147
7161 506 327
6745 8566 456
9649 6300 331
2084 1519 60
1134 2996 94
1412 4963 276
6405 5623 6
6995 5850 477
2017 8 379
6040 6484 216
2898 3147 481
389 5871 161
4690 380 462
6478 5394 392
6293 8576 419
9091 8101 406
1513 4420 243
2978 822 37
7334 3126 327
7664 9059 22
23 4457 214
9339 4482 224
4842 5209 400
6519 9558 239
2742 2473 183
7729 4300 108
4272 1039 248
383 2882 413
1111 4275 143
3632 5366 10
2669 9803 13
7092 353 193
9518 6734 288
364 113 412
8896 2847 463
3461 4421 152
715 1218 484
9911 1576 375
1434 7908 202
6051 9332 168
8779 131 274
4021 2612 159
9819 2149 215
9353 8574 90
4801 3279 387
5281 7002 316
6036 193 86
5813 2391 74
7578 4153 201
3474 3167 11
415 9783 271
8557 3774 113
4250 27 134
9985 6622 413
9365 5001 202
1369 3327 183
6883 3067 479
5385 3314 57
3584 8088 460
926 574 250
6276 7101 14
3714 7631 274
8739 9569 441
8912 4718 36
3020 6282 401
5583 6557 415
6123 7243 441
7187 4922 376
6877 9655 431
6055 4887 34
3678 8781 198
5625 1965 257
5823 5162 149
8134 1383 128
6583 1609 95
5384 5542 217
8441 2066 347
9958 3032 306
1932 2804 300
7373 1413 345
823 6898 234
2091 5792 326
5998 7865 439
334 4151 404
9295 787 339
3771 1715 292
1960 4202 415
8352 3002 215
8035 1628 214
3968 7677 226
8455 5923 402
4591 5644 398
1642 7613 266
3744 3566 452
6094 3831 56
5678 2613 259
7470 3719 314
7245 9822 282
7823 3818 149
9655 2541 202
6415 3270 463
7335 8811 48
4434 1796 194
5330 5733 171
1038 2643 249
3061 8237 212
6240 1004 294
7633 1609 159
6827 9154 24
4623 51 437
109 9081 255
7787 632 295
5292 755 406
5398 6720 250
2150 6084 182
431 3962 456
6800 1443 56
7693 154 147
9149 5374 79
2349 5715 139
3907 518 456
6636 8792 487
3822 5912 423
1236 2468 449
7916 3231 30
5032 7373 391
6114 1993 104
4608 5543 60
8738 5056 117
8335 2236 254
4563 8702 127
6279 6479 144
8580 3222 247
4038 9646 263
4160 1059 395
7589 1910 436
9530 988 227
7035 8525 414
2773 2153 318
1131 872 278
8303 1460 305
4423 2068 171
8103 9849 120
2483 7770 69
7418 9982 392
6590 5137 133
1098 7326 418
1388 7772 174
2275 740 293
7421 9028 2
164 5029 432
846 7888 177
3469 8559 429
3228 2757 16
599 3405 186
578 5205 464
3972 5231 138
5936 358 294
4402 334 26
6711 4847 200
8740 4001 86
4391 926 113
7606 5577 357
4230 5662 161
7807 9351 207
6627 7762 42
4410 1942 12
3236 449 179
5412 4889 353
8436 852 455
621 7305 101
7182 7026 119
3968 8090 335
5978 2371 204
201 4982 434
3840 8302 478
2056 6750 25
7226 6712 210
4288 5726 167
7708 294 46
2744 7616 475
8480 9664 400
1886 8761 5
5809 453 228
6462 3767 283
2012 4126 144
3436 6016 423
6521 3542 328
8209 4783 31
9150 2845 304
8826 1204 494
7806 4562 394
3683 1248 478
4401 9809 218
4848 9800 288
8198 798 38
929 1165 259
3273 679 335
7355 4548 39
6417 4195 84
3972 121 14
4447 7092 462
6828 3446 140
4964 3656 485
6420 108 161
6854 2602 452
1062 609 463
1994 1062 307
3023 8525 170
4477 1940 491
4055 9793 183
7334 4715 475
4050 6748 106
996 5614 140
6198 3448 138
2447 1551 223
4000 6380 397
6463 7062 397
4579 3673 235
4964 5830 352
4768 2914 338
9678 6594 281
4263 4155 130
5320 4354 23
7363 8867 94
708 3440 219
2057 8466 14
1263 3400 343
428 8678 97
6136 9245 48
5847 7177 485
5557 435 375
9308 9710 324
232 6831 311
9493 2673 377
7989 103 442
3563 3635 350
9760 3164 26
1857 7919 283
7440 1675 365
2396 5486 367
3100 7047 242
5283 2850 204
2747 4669 263
6970 6399 475
320 3031 249
5068 7401 221
303 3395 177
1682 3599 117
8494 4205 494
3398 8872 246
3432 81 375
7320 8118 447
7059 9876 423
1844 847 345
3475 7622 138
4683 3235 22
2364 1960 438
7975 6245 50
8130 47 13
7295 4783 461
5168 566 190
3576 5591 143
5883 7441 32
1293 1215 66
9333 5623 285
1829 3893 452
5302 1754 161
9313 8322 462
5910 7215 40
8604 7187 382
2257 6700 227
6279 6371 312
5109 3761 175
2453 3208 385
9925 4845 64
6857 3558 499
39 9610 44
7928 2324 424
1571 6376 22
6854 1585 72
2205 1973 286
9785 5104 47
9974 588 447
1921 4205 211
1539 7543 192
9826 6634 99
633 6324 93
8837 8172 53
5304 5280 25
6915 5434 208
5978 9276 171
1596 8147 248
4723 3713 187
6080 1507 358
6848 9504 418
8375 222 100
1127 7045 291
6560 9390 491
413 7347 401
6301 2460 43
4393 6164 447
5765 8702 11
6034 791 495
9843 3115 328
7376 2209 464
8777 4345 158
6755 8057 285
3776 2696 116
7993 8810 436
8223 7503 16
4846 5370 357
1671 3135 412
4139 6573 327
4178 4391 17
4994 7282 467
6827 9945 153
8824 1264 184
9067 9873 113
7325 221 248
901 4499 438
2307 9414 276
6544 6014 326
9131 5626 441
6060 203 246
8317 242 104
6348 9222 185
2879 9646 298
7962 5687 18
8157 8484 382
6003 6985 442
7829 3405 393
9963 2338 378
4386 6487 160
1514 5126 402
7106 2510 111
1651 6246 7
2476 1488 342
2519 8839 248
2991 4644 241
4039 8855 420
5849 9348 4
374 5046 88
1545 5064 416
5130 2430 179
1702 4296 176
9620 1631 455
271 818 47
4615 2615 426
6322 8473 268
4470 9286 24
8886 1294 211
3723 4141 199
1024 9535 383
4997 3317 131
4657 5894 229
3474 4885 57
8868 5686 276
9043 4499 75
7909 4952 238
7704 6237 275
6617 1316 405
3938 5435 122
3795 5201 184
4647 7700 435
5466 4426 247
1744 1990 500
2421 6403 428
5437 5271 500
241 4887 404
3512 9460 188
1440 8041 413
8870 4477 414
2383 7711 413
2075 8903 143
9202 756 59
3554 4555 240
4888 1810 458
545 5738 255
9283 9664 122
4967 7104 418
1829 7701 32
6085 7642 304
6527 4016 231
2828 8630 429
9487 7861 448
9224 211 78
4885 3037 135
2635 3352 393
6835 9975 386
5012 2223 393
4995 6152 256
1042 3623 146
4606 1747 417
8113 9268 247
6723 3094 260
776 3558 51
3765 4752 398
7418 2580 238
7595 5249 370
269 4072 49
9781 5879 138
2800 8808 413
306 9768 64
5347 9257 318
3035 1383 267
2245 973 281
6667 9377 258
866 1121 37
4315 5313 336
9725 6751 160
1153 9782 458
5132 1683 122
446 8169 182
1928 1356 98
6846 57 107
4901 3305 327
8171 5051 370
4973 228 216
695 6330 456
8495 3617 180
2754 1407 341
6590 3552 268
121 79 212
2159 5936 380
5086 1276 380
1534 790 25
7548 1289 95
2721 8814 27
6812 7720 179
1004 9321 354
3436 9480 94
1668 8505 471
6543 613 271
4102 853 104
829 4117 189
3985 9646 133
9008 7435 161
2612 1938 59
2030 2594 49
3871 2238 91
5195 4542 279
7992 600 260
9476 9182 96
4823 152 330
6225 1575 66
9287 2122 299
6648 9627 184
8092 359 353
